PokemonId,PokedexNumber,PokemonName,Classification,PokemonHeight,PokemonWeight,PrimaryType,PrimaryAbility,PrimaryAbilityDescription,MaleRatio,FemaleRatio,BaseHappiness,GameofOrigin,RegionofOrigin,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,ExperienceYield,PrimaryEggGroup,EggCycleCount
399,271,Lombre,Jolly Pokemon,1.2,32.5,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,60,50,50,60,70,50,340,0,0,0,0,2,0,2,120,Medium Slow,1059860,119,Water 1,15
400,272,Ludicolo,Carefree Pokemon,1.5,55.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,80,70,70,90,100,70,480,0,0,0,0,3,0,3,45,Medium Slow,1059860,216,Water 1,15
401,273,Seedot,Acorn Pokemon,0.5,4.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Ruby,Hoenn,40,40,50,30,30,30,220,0,0,1,0,0,0,1,255,Medium Slow,1059860,44,Field,15
402,274,Nuzleaf,Wily Pokemon,1.0,28.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Ruby,Hoenn,70,70,40,60,40,60,340,0,2,0,0,0,0,2,120,Medium Slow,1059860,119,Field,15
403,275,Shiftry,Wicked Pokemon,1.3,59.6,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Ruby,Hoenn,90,100,60,90,60,80,480,0,3,0,0,0,0,3,45,Medium Slow,1059860,216,Fairy,15
404,276,Taillow,Tiny Swallow Pokemon,0.3,2.3,Normal,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,50.0,50.0,70,Ruby,Hoenn,40,55,30,30,30,85,270,0,0,0,0,0,1,1,200,Medium Slow,1059860,54,Flying,15
405,277,Swellow,Swallow Pokemon,0.7,19.8,Normal,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,50.0,50.0,70,Ruby,Hoenn,60,85,60,75,50,125,455,0,0,0,0,0,2,2,45,Medium Slow,1059860,159,Flying,15
406,278,Wingull,Seagull Pokemon,0.6,9.5,Water,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Ruby,Hoenn,40,30,30,55,30,85,270,0,0,0,0,0,1,1,190,Medium Fast,1000000,54,Water 1,20
407,279,Pelipper,Water Bird Pokemon,1.2,28.0,Water,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Ruby,Hoenn,60,50,100,95,70,65,440,0,0,2,0,0,0,2,45,Medium Fast,1000000,154,Water 1,20
408,280,Ralts,Feeling Pokemon,0.4,6.6,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",50.0,50.0,35,Ruby,Hoenn,28,25,25,45,35,40,198,0,0,0,1,0,0,1,235,Slow,1250000,40,Human-Like,20
409,281,Kirlia,Emotion Pokemon,0.8,20.2,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",50.0,50.0,35,Ruby,Hoenn,38,35,35,65,55,50,278,0,0,0,2,0,0,2,120,Slow,1250000,97,Human-Like,20
410,282,Gardevoir,Embrace Pokemon,1.6,48.4,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",50.0,50.0,35,Ruby,Hoenn,68,65,65,125,115,80,518,0,0,0,3,0,0,3,45,Slow,1250000,233,Human-Like,20
411,283,Surskit,Pond Skater Pokemon,0.5,1.7,Bug,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,40,30,32,50,52,65,269,0,0,0,0,0,1,1,200,Medium Fast,1000000,54,Water 1,15
412,284,Masquerain,Eyeball Pokemon,0.8,3.6,Bug,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Ruby,Hoenn,70,60,62,100,82,80,454,0,0,0,1,1,0,2,75,Medium Fast,1000000,159,Water 1,15
413,285,Shroomish,Mushroom Pokemon,0.4,4.5,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",50.0,50.0,70,Ruby,Hoenn,60,40,60,40,60,35,295,1,0,0,0,0,0,1,255,Fluctuating,1640000,59,Fairy,15
414,286,Breloom,Mushroom Pokemon,1.2,39.2,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",50.0,50.0,70,Ruby,Hoenn,60,130,80,60,60,70,460,0,2,0,0,0,0,2,90,Fluctuating,1640000,161,Fairy,15
415,287,Slakoth,Slacker Pokemon,0.8,24.0,Normal,Truant,The Pokémon can't use a move if it had used a move on the previous turn.,50.0,50.0,70,Ruby,Hoenn,60,60,60,35,35,30,280,1,0,0,0,0,0,1,255,Slow,1250000,56,Field,15
416,288,Vigoroth,Wild Monkey Pokemon,1.4,46.5,Normal,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",50.0,50.0,70,Ruby,Hoenn,80,80,80,55,55,90,440,0,0,0,0,0,2,2,120,Slow,1250000,154,Field,15
417,289,Slaking,Lazy Pokemon,2.0,130.5,Normal,Truant,The Pokémon can't use a move if it had used a move on the previous turn.,50.0,50.0,70,Ruby,Hoenn,150,160,100,95,65,100,670,3,0,0,0,0,0,3,45,Slow,1250000,252,Field,15
418,290,Nincada,Trainee Pokemon,0.5,5.5,Bug,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,50.0,50.0,70,Ruby,Hoenn,31,45,90,30,30,40,266,0,0,1,0,0,0,1,255,Erratic,600000,53,Bug,15
419,291,Ninjask,Ninja Pokemon,0.8,12.0,Bug,Speed Boost,Its Speed stat is boosted every turn.,50.0,50.0,70,Ruby,Hoenn,61,90,45,50,50,160,456,0,0,0,0,0,2,2,120,Erratic,600000,160,Bug,15
420,292,Shedinja,Shed Pokemon,0.8,1.2,Bug,Wonder Guard,Its mysterious power only lets supereffective moves hit the Pokémon.,0.0,0.0,70,Ruby,Hoenn,1,90,45,30,30,40,236,2,0,0,0,0,0,2,45,Erratic,600000,83,Mineral,15
421,293,Whismur,Whisper Pokemon,0.6,16.3,Normal,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,70,Ruby,Hoenn,64,51,23,51,23,28,240,1,0,0,0,0,0,1,190,Medium Slow,1059860,48,Monster,20
422,294,Loudred,Big Voice Pokemon,1.0,40.5,Normal,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,70,Ruby,Hoenn,84,71,43,71,43,48,360,2,0,0,0,0,0,2,120,Medium Slow,1059860,126,Monster,20
423,295,Exploud,Loud Noise Pokemon,1.5,84.0,Normal,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,70,Ruby,Hoenn,104,91,63,91,73,68,490,3,0,0,0,0,0,3,45,Medium Slow,1059860,221,Monster,20
424,296,Makuhita,Guts Pokemon,1.0,86.4,Fighting,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",75.0,25.0,70,Ruby,Hoenn,72,60,30,20,30,25,237,1,0,0,0,0,0,1,180,Fluctuating,1640000,47,Human-Like,20
425,297,Hariyama,Arm Thrust Pokemon,2.3,253.8,Fighting,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",75.0,25.0,70,Ruby,Hoenn,144,120,60,40,60,50,474,2,0,0,0,0,0,2,200,Fluctuating,1640000,166,Human-Like,20
426,298,Azurill,Polka Dot Pokemon,0.2,2.0,Normal,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",25.0,75.0,70,Ruby,Hoenn,50,20,40,20,40,20,190,1,0,0,0,0,0,1,150,Fast,800000,38,Undiscovered,10
427,299,Nosepass,Compass Pokemon,1.0,97.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Ruby,Hoenn,30,45,135,45,90,30,375,0,0,1,0,0,0,1,255,Medium Fast,1000000,75,Mineral,20
428,300,Skitty,Kitten Pokemon,0.6,11.0,Normal,Cute Charm,Contact with the Pokémon may cause infatuation.,25.0,75.0,70,Ruby,Hoenn,50,45,45,35,35,50,260,0,0,0,0,0,1,1,255,Fast,800000,52,Field,15
429,301,Delcatty,Prim Pokemon,1.1,32.6,Normal,Cute Charm,Contact with the Pokémon may cause infatuation.,25.0,75.0,70,Ruby,Hoenn,70,65,65,55,55,90,400,1,0,0,0,0,1,2,60,Fast,800000,140,Field,15
430,302,Sableye,Darkness Pokemon,0.5,11.0,Dark,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,35,Ruby,Hoenn,50,75,75,65,65,50,380,0,1,1,0,0,0,2,45,Medium Slow,1059860,133,Human-Like,25
431,303,Mawile,Deceiver Pokemon,0.6,11.5,Steel,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Ruby,Hoenn,50,85,85,55,55,50,380,0,1,1,0,0,0,2,45,Fast,800000,133,Field,20
432,304,Aron,Iron Armor Pokemon,0.4,60.0,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,35,Ruby,Hoenn,50,70,100,40,40,30,330,0,0,1,0,0,0,1,180,Slow,1250000,66,Monster,35
433,305,Lairon,Iron Armor Pokemon,0.9,120.0,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,35,Ruby,Hoenn,60,90,140,50,50,40,430,0,0,2,0,0,0,2,90,Slow,1250000,151,Monster,35
434,306,Aggron,Iron Armor Pokemon,2.1,360.0,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,35,Ruby,Hoenn,70,110,180,60,60,50,530,0,0,3,0,0,0,3,45,Slow,1250000,239,Monster,35
435,307,Meditite,Meditate Pokemon,0.6,11.2,Fighting,Pure Power,"Using its pure power, the Pokémon doubles its Attack stat.",50.0,50.0,70,Ruby,Hoenn,30,40,55,40,55,60,280,0,0,0,0,0,1,1,180,Medium Fast,1000000,56,Human-Like,20
436,308,Medicham,Meditate Pokemon,1.3,31.5,Fighting,Pure Power,"Using its pure power, the Pokémon doubles its Attack stat.",50.0,50.0,70,Ruby,Hoenn,60,60,75,60,75,80,410,0,0,0,0,0,2,2,90,Medium Fast,1000000,144,Human-Like,20
437,309,Electrike,Lightning Pokemon,0.6,15.2,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Ruby,Hoenn,40,45,40,65,40,65,295,0,0,0,0,0,1,1,120,Slow,1250000,59,Field,20
438,310,Manectric,Discharge Pokemon,1.5,40.2,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Ruby,Hoenn,70,75,60,105,60,105,475,0,0,0,0,0,2,2,45,Slow,1250000,166,Field,20
439,311,Plusle,Cheering Pokemon,0.4,4.2,Electric,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,50.0,50.0,70,Ruby,Hoenn,60,50,40,85,75,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,142,Fairy,20
440,312,Minun,Cheering Pokemon,0.4,4.2,Electric,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,50.0,50.0,70,Ruby,Hoenn,60,40,50,75,85,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,142,Fairy,20
441,313,Volbeat,Firefly Pokemon,0.7,17.7,Bug,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,100.0,0.0,70,Ruby,Hoenn,65,73,75,47,85,85,430,0,0,0,0,0,1,1,150,Erratic,600000,151,Bug,15
442,314,Illumise,Firefly Pokemon,0.6,17.7,Bug,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",0.0,100.0,70,Ruby,Hoenn,65,47,75,73,85,85,430,0,0,0,0,0,1,1,150,Fluctuating,1640000,151,Bug,15
443,315,Roselia,Thorn Pokemon,0.3,2.0,Grass,Natural Cure,All status conditions heal when the Pokémon switches out.,50.0,50.0,70,Ruby,Hoenn,50,60,45,100,80,65,400,0,0,0,2,0,0,2,150,Medium Slow,1059860,140,Fairy,20
444,316,Gulpin,Stomach Pokemon,0.4,10.3,Poison,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",50.0,50.0,70,Ruby,Hoenn,70,43,53,43,53,40,302,1,0,0,0,0,0,1,225,Fluctuating,1640000,60,Amorphous,20
445,317,Swalot,Poison Bag Pokemon,1.7,80.0,Poison,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",50.0,50.0,70,Ruby,Hoenn,100,73,83,73,83,55,467,2,0,0,0,0,0,2,75,Fluctuating,1640000,163,Amorphous,20
446,318,Carvanha,Savage Pokemon,0.8,20.8,Water,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,50.0,50.0,35,Ruby,Hoenn,45,90,20,65,20,65,305,0,1,0,0,0,0,1,225,Slow,1250000,61,Water 2,20
447,319,Sharpedo,Brutal Pokemon,1.8,88.8,Water,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,50.0,50.0,35,Ruby,Hoenn,70,120,40,95,40,95,460,0,2,0,0,0,0,2,60,Slow,1250000,161,Water 2,20
448,320,Wailmer,Ball Whale Pokemon,2.0,130.0,Water,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",50.0,50.0,70,Ruby,Hoenn,130,70,35,70,35,60,400,1,0,0,0,0,0,1,125,Fluctuating,1640000,80,Field,40
449,321,Wailord,Float Whale Pokemon,14.5,398.0,Water,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",50.0,50.0,70,Ruby,Hoenn,170,90,45,90,45,60,500,2,0,0,0,0,0,2,60,Fluctuating,1640000,175,Field,40
450,322,Numel,Numb Pokemon,0.7,24.0,Fire,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",50.0,50.0,70,Ruby,Hoenn,60,60,40,65,45,35,305,0,0,0,1,0,0,1,255,Medium Fast,1000000,61,Field,20
451,323,Camerupt,Eruption Pokemon,1.9,220.0,Fire,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",50.0,50.0,70,Ruby,Hoenn,70,100,70,105,75,40,460,0,1,0,1,0,0,2,150,Medium Fast,1000000,161,Field,20
452,324,Torkoal,Coal Pokemon,0.5,80.4,Fire,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",50.0,50.0,70,Ruby,Hoenn,70,85,140,85,70,20,470,0,0,2,0,0,0,2,90,Medium Fast,1000000,165,Field,20
453,325,Spoink,Bounce Pokemon,0.7,30.6,Psychic,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Ruby,Hoenn,60,25,35,70,80,60,330,0,0,0,0,1,0,1,255,Fast,800000,66,Field,20
454,326,Grumpig,Manipulate Pokemon,0.9,71.5,Psychic,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Ruby,Hoenn,80,45,65,90,110,80,470,0,0,0,0,2,0,2,60,Fast,800000,165,Field,20
455,327,Spinda,Spot Panda Pokemon,1.1,5.0,Normal,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",50.0,50.0,70,Ruby,Hoenn,60,60,60,60,60,60,360,0,0,0,1,0,0,1,255,Fast,800000,126,Field,15
456,328,Trapinch,Ant Pit Pokemon,0.7,15.0,Ground,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Ruby,Hoenn,45,100,45,45,45,10,290,0,1,0,0,0,0,1,255,Medium Slow,1059860,58,Bug,20
457,329,Vibrava,Vibration Pokemon,1.1,15.3,Ground,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Ruby,Hoenn,50,70,50,50,50,70,340,0,1,0,0,0,1,2,120,Medium Slow,1059860,119,Bug,20
458,330,Flygon,Mystic Pokemon,2.0,82.0,Ground,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Ruby,Hoenn,80,100,80,80,80,100,520,0,1,0,0,0,2,3,45,Medium Slow,1059860,234,Bug,20
459,331,Cacnea,Cactus Pokemon,0.4,51.3,Grass,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,35,Ruby,Hoenn,50,85,40,85,40,35,335,0,0,0,1,0,0,1,190,Medium Slow,1059860,67,Grass,20
460,332,Cacturne,Scarecrow Pokemon,1.3,77.4,Grass,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,50.0,50.0,35,Ruby,Hoenn,70,115,60,115,60,55,475,0,1,0,1,0,0,2,60,Medium Slow,1059860,166,Grass,20
461,333,Swablu,Cotton Bird Pokemon,0.4,1.2,Normal,Natural Cure,All status conditions heal when the Pokémon switches out.,50.0,50.0,70,Ruby,Hoenn,45,40,60,40,75,50,310,0,0,0,0,1,0,1,255,Erratic,600000,62,Flying,20
462,334,Altaria,Humming Pokemon,1.1,20.6,Dragon,Natural Cure,All status conditions heal when the Pokémon switches out.,50.0,50.0,70,Ruby,Hoenn,75,70,90,70,105,80,490,0,0,0,0,2,0,2,45,Erratic,600000,172,Flying,20
463,335,Zangoose,Cat Ferret Pokemon,1.3,40.3,Normal,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,50.0,50.0,70,Ruby,Hoenn,73,115,60,60,60,90,458,0,2,0,0,0,0,2,90,Erratic,600000,160,Field,20
464,336,Seviper,Fang Snake Pokemon,2.7,52.5,Poison,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,70,Ruby,Hoenn,73,100,60,100,60,65,458,0,1,0,1,0,0,2,90,Fluctuating,1640000,160,Field,20
465,337,Lunatone,Meteorite Pokemon,1.0,168.0,Rock,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Ruby,Hoenn,90,55,65,95,85,70,460,0,0,0,2,0,0,2,45,Fast,800000,161,Mineral,25
466,338,Solrock,Meteorite Pokemon,1.2,154.0,Rock,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Ruby,Hoenn,90,95,85,55,65,70,460,0,2,0,0,0,0,2,45,Fast,800000,161,Mineral,25
467,339,Barboach,Whiskers Pokemon,0.4,1.9,Water,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",50.0,50.0,70,Ruby,Hoenn,50,48,43,46,41,60,288,1,0,0,0,0,0,1,190,Medium Fast,1000000,58,Water 2,20
468,340,Whiscash,Whiskers Pokemon,0.9,23.6,Water,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",50.0,50.0,70,Ruby,Hoenn,110,78,73,76,71,60,468,2,0,0,0,0,0,2,75,Medium Fast,1000000,164,Water 2,20
469,341,Corphish,Ruffian Pokemon,0.6,11.5,Water,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Ruby,Hoenn,43,80,65,50,35,35,308,0,1,0,0,0,0,1,205,Fluctuating,1640000,62,Water 1,15
470,342,Crawdaunt,Rogue Pokemon,1.1,32.8,Water,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Ruby,Hoenn,63,120,85,90,55,55,468,0,2,0,0,0,0,2,155,Fluctuating,1640000,164,Water 1,15
471,343,Baltoy,Clay Doll Pokemon,0.5,21.5,Ground,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Ruby,Hoenn,40,40,55,40,70,55,300,0,0,0,0,1,0,1,255,Medium Fast,1000000,60,Mineral,20
472,344,Claydol,Clay Doll Pokemon,1.5,107.9,Ground,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Ruby,Hoenn,60,70,105,70,120,75,500,0,0,0,0,2,0,2,90,Medium Fast,1000000,175,Mineral,20
473,345,Lileep,Sea Lily Pokemon,1.0,23.8,Rock,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,87.5,12.5,70,Ruby,Hoenn,66,41,77,61,87,23,355,0,0,0,0,1,0,1,45,Erratic,600000,71,Water 3,30
474,346,Cradily,Barnacle Pokemon,1.5,60.4,Rock,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,87.5,12.5,70,Ruby,Hoenn,86,81,97,81,107,43,495,0,0,0,0,2,0,2,45,Erratic,600000,173,Water 3,30
475,347,Anorith,Old Shrimp Pokemon,0.7,12.5,Rock,Battle Armor,Hard armor protects the Pokémon from critical hits.,87.5,12.5,70,Ruby,Hoenn,45,95,50,40,50,75,355,0,1,0,0,0,0,1,45,Erratic,600000,71,Water 3,30
476,348,Armaldo,Plate Pokemon,1.5,68.2,Rock,Battle Armor,Hard armor protects the Pokémon from critical hits.,87.5,12.5,70,Ruby,Hoenn,75,125,100,70,80,45,495,0,2,0,0,0,0,2,45,Erratic,600000,173,Water 3,30
477,349,Feebas,Fish Pokemon,0.6,7.4,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,20,15,20,10,55,80,200,0,0,0,0,0,1,1,255,Erratic,600000,40,Water 1,20
478,350,Milotic,Tender Pokemon,6.2,162.0,Water,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,50.0,50.0,70,Ruby,Hoenn,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,Erratic,600000,189,Water 1,20
479,351,Castform,Weather Pokemon,0.3,0.8,Normal,Forecast,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",50.0,50.0,70,Ruby,Hoenn,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,147,Fairy,25
480,352,Kecleon,Color Swap Pokemon,1.0,22.0,Normal,Color Change,The Pokémon's type becomes the type of the move used on it.,50.0,50.0,70,Ruby,Hoenn,60,90,70,60,120,40,440,0,0,0,0,1,0,1,200,Medium Slow,1059860,154,Field,20
481,353,Shuppet,Puppet Pokemon,0.6,2.3,Ghost,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,35,Ruby,Hoenn,44,75,35,63,33,45,295,0,1,0,0,0,0,1,225,Fast,800000,59,Amorphous,25
482,354,Banette,Marionette Pokemon,1.1,12.5,Ghost,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,35,Ruby,Hoenn,64,115,65,83,63,65,455,0,2,0,0,0,0,2,45,Fast,800000,159,Amorphous,25
483,355,Duskull,Requiem Pokemon,0.8,15.0,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,35,Ruby,Hoenn,20,40,90,30,90,25,295,0,0,0,0,1,0,1,190,Fast,800000,59,Amorphous,25
484,356,Dusclops,Beckon Pokemon,1.6,30.6,Ghost,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,35,Ruby,Hoenn,40,70,130,60,130,25,455,0,0,1,0,1,0,2,90,Fast,800000,159,Amorphous,25
485,357,Tropius,Fruit Pokemon,2.0,100.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Ruby,Hoenn,99,68,83,72,87,51,460,2,0,0,0,0,0,2,200,Slow,1250000,161,Monster,25
486,358,Chimecho,Wind Chime Pokemon,0.6,1.0,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Ruby,Hoenn,75,50,80,95,90,65,455,0,0,0,1,1,0,2,45,Fast,800000,159,Amorphous,25
487,359,Absol,Disaster Pokemon,1.2,47.0,Dark,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",50.0,50.0,35,Ruby,Hoenn,65,130,60,75,60,75,465,0,2,0,0,0,0,2,30,Medium Slow,1059860,163,Field,25
488,360,Wynaut,Bright Pokemon,0.6,14.0,Psychic,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,50.0,50.0,70,Ruby,Hoenn,95,23,48,23,48,23,260,1,0,0,0,0,0,1,125,Medium Fast,1000000,52,Undiscovered,20
489,361,Snorunt,Snow Hat Pokemon,0.7,16.8,Ice,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",50.0,50.0,70,Ruby,Hoenn,50,50,50,50,50,50,300,1,0,0,0,0,0,1,190,Medium Fast,1000000,60,Fairy,20
490,362,Glalie,Face Pokemon,1.5,256.5,Ice,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",50.0,50.0,70,Ruby,Hoenn,80,80,80,80,80,80,480,2,0,0,0,0,0,2,75,Medium Fast,1000000,168,Fairy,20
491,363,Spheal,Clap Pokemon,0.8,39.5,Ice,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Ruby,Hoenn,70,40,50,55,50,25,290,1,0,0,0,0,0,1,255,Medium Slow,1059860,58,Water 1,20
492,364,Sealeo,Ball Roll Pokemon,1.1,87.6,Ice,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Ruby,Hoenn,90,60,70,75,70,45,410,2,0,0,0,0,0,2,120,Medium Slow,1059860,144,Water 1,20
493,365,Walrein,Ice Break Pokemon,1.4,150.6,Ice,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Ruby,Hoenn,110,80,90,95,90,65,530,3,0,0,0,0,0,3,45,Medium Slow,1059860,239,Water 1,20
494,366,Clamperl,Bivalve Pokemon,0.4,52.5,Water,Shell Armor,A hard shell protects the Pokémon from critical hits.,50.0,50.0,70,Ruby,Hoenn,35,64,85,74,55,32,345,0,0,1,0,0,0,1,255,Erratic,600000,69,Water 1,20
495,367,Huntail,Deep Sea Pokemon,1.7,27.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,55,104,105,94,75,52,485,0,1,1,0,0,0,2,60,Erratic,600000,170,Water 1,20
496,368,Gorebyss,South Sea Pokemon,1.8,22.6,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Ruby,Hoenn,55,84,105,114,75,52,485,0,0,0,2,0,0,2,60,Erratic,600000,170,Water 1,20
497,369,Relicanth,Longevity Pokemon,1.0,23.4,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Ruby,Hoenn,100,90,130,45,65,55,485,1,0,1,0,0,0,2,25,Slow,1250000,170,Water 1,40
